Kalimat-1,Kalimat-2,Kalimat-3,Kalimat-4,Correct Ending,Incorrect Ending
Randu memiliki banyak koleksi keyboard,Randu menyukai barang yang lucu dan bagus,Randu menabung uang untuk membeli barang yang diinginkannya,Randu juga bekerja paruh waktu untuk mendapatkan gaji bulanan,Randu sangat menyukai semua koleksi keyboardnya,Randu tidak bisa meminum sesuatu yang tertinggal jejak orang lain
Jihan harus menunjukkan karcisnya,Jihan akan diturunkan di stasiun terdekat jika tiketnya hilang,Kondektur kereta sudah mulai berkeliling untuk memeriksa,Jihan berhasil menemukan tiketnya,Jihan tidak akan diturunkan sebelum mencapai stasiun tujuannya,Eka dikeluarkan dari kereta tersebut
Heni menghampiri Agung,Agung sedang melukis pemandangan,Heni kagum dengan hasil lukisan Agung,Heni memandangi Agung yang sedang melukis,Agung senang dengan keberadaan Hani yang menemaninya,Heni dan Heni sedang memasak di dapur
Freya sedang membaca buku ,Ada banyak buku di perpustakaan sekolah,Freya suka berada di perpustakaan,Freya tidak sedang berada di kantin,Freya sedang berada di perpustakaan sekolah,Freya sedang makan bekal di dalam kelas
"""hari ini masak apa bu?"" sapa nana pada ibu yang sedang sibuk di dapur.","Setiap pulang sekolah, ibu selalu menyiapkan makan siang untuk nana.","""Hari ini ayam bakar kesukaan nana, ayo cepat ganti baju"" jawab ibu.",Dengan cepat nana mengganti bajunya agar ia dapat segera kembali ke dapur.,"""sudah selesai bu, nana siap menyantap masakan ibu"" ucap nana membuat ibu terkekeh karena kelakuannya.",Padahal saat ini nana sudah kelas 2 SMP.
Pandanganku kembali beralih pada hujan di luar jendela.,Sejak kecil aku selalu suka memandangi hujan.,Setiap tetesnya seperti alunan melodi yang memanggilku untuk bermain.,Hujan juga mengingatkanku pada teman-teman kecilku.,Aku selalu merindukan mereka meski tidak lagi mengetahui seperti apa kabarnya.,Bau hujan yang berasal dari tanah biasanya disebut petrichor.
Airy ingin pergi ke pasar malam,Airy tidak memiliki uang,Airy meminta uang dari ayahnya,Ayah Airy tidak memberikan Airy uang,Airy tidak membeli apapun dari pasar malam,Airy tidak suka pergi ke pasar malam
Cheryl tidak memakai masker,Semua orang yang beraktivitas di luar rumah wajib mengenakan masker,Polisi akan menindak tegas orang tanpa masker,Cheryl harus membayar denda,Polisi menilang Cheryl yang tidak memakai masker,Cheryl adalah seorang polisi
Anis berusaha mencegah terjadi korupsi di tempat kerjanya,Anis tidak ingin karyawannya terlibat praktik korupsi,Anis bersih dari segala tuduhan korupsi,KPK pernah menggeledah kantor Anis,KPK tidak menemukan tuduhan apapun untuk Anis dan kantornya,Anis adalah seorang koruptor kelas kakap
Vinda memanaskan sup buntut dari tadi siang untuk dijadikan makan malam.,Nasi putih dan peralatan makan sudah tertata rapi di atas meja.,Ada juga sestoples emping sebagai pendamping sup buntut.,Ibu dan Ayah telah duduk di meja makan.,Mereka langsung mengambil nasi dan makan dengan lahap begitu sup buntut dihidangkan.,Mereka langsung pergi dari meja makan sesaat setelah sup buntut dihidangkan.
Reki membawa bekal 2 buah roti,Jia tidak membawa bekal,Jia melihat Raka yang sedang memakn bekalnya,Raka memberika  rotinya kepada Jia,Jia berterima kasih kepada Raka,Jia memberikan bekalnya kepada Raka
Hati Ika deg-degan menanti hasil Ujian Nasional yang akan keluar siang nanti.,"Ika sudah tidak fokus mendengarkan penjelasan dari wali kelasnya, Bu Ida.",Mata Ika bolak-balik melihat ke arah Bu Ida di depan dan ke jam tangan di pergelangan tangan kirinya.,Teman-teman Ika yang lain juga banyak yang bertingkah gelisah seperti Ika.,Bu Ida yang menyadari kegelisahan anak didiknya hanya bisa tersenyum maklum.,Bu Ida yang menyadari kegelisahan anak didiknya segera berniat memanggil Kepala Sekolah.
Uang jajan bulanan Kori sudah habis sebelum waktunya,Kori baru saja membeli banyak barang di online shop,Kori ingin mendekorasi kamarnya,Ibu akan marah jika uang jajan anaknya habis lebih cepat,Ibu memarahi Kori karena terlalu boros,Ibu membelikan Kori barang di online shop
Rifani bertemu dengan mantan pacarnya,Ken terkejut dengan kehadiran mantan pacarnya,Rifani mengajak Ken untuk berbincang di restoran,Rifani berbagi kisah dengan Ken begitupun sebaliknya,Hubungan Rifani dan Ken tetap baik-baik saja meskipun urusan percintaan mereka telah usai,Ken tidak pernah berpacaran sebelumnya
Fio sangat ingin menjadi murid teladan,Fio bersaing dengan murid-murid lainnya ,Fio selama ini dikenal sebagai murid yang sangat patuh terhadap guru,Fio memberikan usaha terbaik agar menjadi murid teladan,Fio selalu memiliki motivasi untuk menjadi yang terbaik,Fio lebih dikenal dengan murid yang melanggar peraturan
Kak Santi memiliki hobi baru menanam bunga,Ia menanam bunga melati dan mawar di halaman depan rumah,Banyak orang suka dengan tanaman Santi,Tak jarang pula orang mampir bertanya ingin membeli bunga milik Santi,Hobi Santi memberikan penghasilan tambahan bagi Santi,Santi kini bercocok tanam padi di kebun belakang
Hiro memiliki tempat penampungan air di rumahnya,Air di rumah Hiro tidak dapat menyala,Lingkungan rumah Hiro mengalami mati lampu,Keluarga Hiro tetap dapat menggunakan air seperti biasa,Tempat penampungan air di rumah Hiro sangat bermanfaat untuk keluarganya,Hiro tidak dapat mandi dan buang air saat mati lampu
Jihad menonton pertunjukkan sulap,Jihad mempelajari trik sulap tersebut sebelumnya,Jihad penasaran dan ingin mencobanya,Jihad diundang ke atas panggung oleh si pesulap,Jihad melakukan trik yang sama dengan pesulap tersebut,Jihad tidak tertarik dengan trik sulap
Kulit Nadia terbakar matahari,Nadia harus bekerja di bawah terik matahari,Kulit Nadia mulai menghitam,Nadia tidak memiliki pilihan lain,Nadia adalah seorang pekerja keras,Nadia tidak pernah mau bekerja
Yohana melihat bayangannya di tanah,Yohana merasa takut dengan bayangannya,Yohana mengadu kepada ibu bahwa ada yang mengikutinya,Ibu menjelaskan kepada Yohana tentang terjadinya bayangan,Yohana mengerti dan tidak takut lagi dengan bayangannya,Yohana diikuti oleh hantu
Shana berharap takdir berpihak padanya,Shana ingin bertemu dengan seseorang yang sangat dicintainyna,Shana selalu berdoa agar mereka ditakdirkan bersama,Shana bertemu dengan orang tersebut setelah 2 tahun berpisah,Takdir memang berpihak pada Shana,Shana tidak peduli lagi dengan orang yang ia cintai
"Sejak kecil, Mamat memiliki penyakit asma",Asmanya kambuh jika ia terkena debu atau asap,"Jika terkena debu atau asap, ia akan sesak nafas","Maka dari itu, setiap keluar rumah ia memakai masker",Ia juga rajin membersihkan kamar agar tidak banyak debu,Ia membeli sapu untuk mengusir debu di jalan
Vida menempelkan selembar kertas di mading kelasnya.,Kertas tersebut berisi pengumuman tanggal pengambilan rapor.,Vida juga membagikan undangan resmi untuk orang tua murid.,Vida meletakkan dua undangan di atas setiap meja di dalam kelas.,"Vida dimintai tolong wali kelasnya untuk melakukan semua hal tersebut saat jam pelajaran olahraga, oleh sebab itu kelasnya kosong.",Vida dimintai tolong wali kelasnya untuk meminta uang sumbangan ke teman-temannya.
Rian sudah lelah tinggal di satu kontrakan bersama teman-temannya,Teman-temannya sangat malas membersihkan rumah,Bahkan untuk merapikan barang masing-masing mereka malas,Kontrakan mereka menjadi sangat kotor dan berantakan,Rian tidak nyaman tinggal di tempat yang berantakan,Rumah yang berantakan membuka peluang kerja untuk orang lain
Kris meminta kesempatan kedua kepada Puput,Kris berjanji tidak akan mengulangi kesalahan yang sama,Puput tidak percaya dengan ucapan Kris,Puput memilih untuk pergi dari hidup Kris,Puput tidak bisa memeberikan kesempatan kedua untuk orang yang sudah membuat kesalahan padanya,Puput memberikan Kris kesempatan kelima
Kei tidak suka dengan film romantis,Menurutnya banyak film romantis yang terlalu klise,Jalan ceritanya juga terlalu lambat,Menonton film romantis membuatnya mengantuk,Ia lebih suka film aksi yang menegangkan,Sebaiknya saat menonton bioskop meminum kopi dan teh
Rian dan Rino adalah kembar identik yang saling melengkapi,Rian sangat jago di mata pelajaran sains dan Rino mata pelajaran sosial,"Saat ulangan harian, Rino dan Rian seringkali bertukar tempat agar hasilnya bagus",Mereka ketahuan karena nilai ujian serentak mereka berbeda dari ulangan harian,Wali kelas mereka masing-masing menegur keduanya agar tidak mengulanginya lagi,Orangtua mereka bangga anaknya cerdas
Widya sudah mempunyai uang yang cukup sekarang.,Ia ingin membeli laptop baru.,Laptop lamanya telah rusak.,Laptop tersebut sering sekali mati mendadak di tengah-tengah Widya mengerjakan tugas.,Widya berencana untuk membeli laptop nanti usai kuliah selesai.,Widya berencana untuk membeli laptop dan handphone.
Tori lupa menutup tirai jendela di kamarnya,Hujan sedang turun sangat deras,Tori melihat kilat yang menyambar dari luar jendela,Tori panik dan segera menutup jendela,Tori takut saat melihat kilat tersebut,Kamar Tori tidak memiliki jendela
Fanya lebih suka memakan ayam,Fanya tidak menyukai ikan,Fanya selalu menghindar jika disuruh makan ikan,Gibran memaksa Fanya untuk memakan ikan,Fanya menolak paksaan Gibran,Fanya selalu makan ikan setiap hari
Rizky memainkan seruling hadiah dari temannya,Rizky dapat mempelajari nada seruli tersebut dengan cepat,Rizky menunjukkan permainan seruling tersebut kepada temannya,Teman Rizky bangga dengan kemampuan Rizky,Teman Rizky memberikan hadiah yang tepat untuk Rizky,Rizky bukanlah orang yang buta nada
Amy memberikan sebuah tantangan untuk Kara,Kara akan mendapatkan hadiah jika berhasil melewati tantangan,Kara tidak sabar untuk menjalani tantangan tersebut,Amy memberikan tantangan yang mudah untuk Kara,Kara dapat melewati tantangan dan mendapatkan hadiahnya,Kara mendapatkan hadiah dari Amy begitu saja
Kezia pergi ke supermarket,Kezia ngin membeli kebutuhan rumah,Kezia mencari dompetnya di tas,Kezia keluar dari supermarket dengan tangan kosong,Kezia lupa membawa dompetnya,Kezia pergi menonton film
"Di korea, ani, si calon menantu pak budi juga sedang berdebar. ",Ia berpikir tentang bagaimana perasaan kekasihnya ketika membaca surat darinya.,Anak pak budi adalah lelaki yang baik dan sepertinya bertanggung jawab.,"Namun sayang, ia tidak mendapat tempat di hati ani.","Walau lumayan terlambat, ani sudah lega karena telah memutuskan hubungan mereka.","Ani membuka kaca jendela, berniat melompat namun kekasihnya datang."
Untung bekerja sebagai tukang sapu,Sudah 5 tahun profesi ini ia lakoni,Ia mengaku menjalaninya dengan ikhlas,Meski pendapatannya hanya 500 ribu per bulan,Baginya pekerjaan ini adalah salah satu berkah yang sangat ia syukuri,Untung kerap mengeluh dengan pekerjaannya sebagai seorang tukang sapu
Feri anak yang tampan dan berbakat,Tidak heran karena orang tua Feri adalah artis papan atas,Ayahnya seorang musisi terkenal,Ibunya seorang aktor pemain film ,Buah tidak jatuh dari pohonnya dan kini Feri menjadi artis cilik ,Feri anak yang cengeng dan menyayangi ibunya.
"Dalam hidup, aku hanya memiliki seorang idola.",Ia adalah ibuku.,"Hari ini ibu ulang tahun, dan aku berencana memberikan ibu sepatu.",Namun beberapa toko sepatu telah tutup karena aku pulang kerja ketika sudah larut.,Akhirnya aku memutuskan untuk membeli mukena karena teringat mukena ibu sudah lusuh.,Ibuku bekerja sebagai guru di sekolah dasar.
Lampu kamar Gera mati,Gera tidak bisa belajar dalam gelap,Gera meminta ayah mengganti lampu kamarnya,Ayah menuruti permintaan Gera,Lampu kamar Gera kembali menyala terang,Gera tidak memiliki kamar
Fairy sangat senang bermain permainan online,Fairy menggunakan laptop untuk mengakses permainannya,Fairy sering lupa waktu jika sudah bermain,Fairy lebih senang berada di dunia game,Fairy menghabiskan waktunya untuk memainkan permainan online,Fairy dapat membagi waktunya dengan sangat baik
Cinta membutuhkan Alasan,Alva selalu menjalankan sesuatu tanpa alasan,Alva menolak pernyataan cinta dari Marven,Marven patah hati dengan perlakuan Alva,Alva tidak mencintai Marven,Alva akhirnya berpacaran dengan Marven
Pendidikan adalah hak segala bangsa,Pemerintah fokus membenahi pendidikan di Indonesia,Pelajar merasakan dampak dari perubahan kurikulum,Kurikulum diubah agar dapat disesuaikan dengan kemajuan teknologi,Kurikulum di Indonesia tidak pernah diubah,Anak jalanan tidak berhak mendapatkan pendidikan
Malam ini ia tiba-tiba datang ke depan kosanku dan membawa cemilan.,"Seperti biasa, ia akan menemuiku jika sudah bosan dengan kehidupan kuliahnya.","""apa kau tahu? seseorang akan bosan berbuat jahat jika diberi kebebasan untuk melakukannya"" ia membuka perkataan sambil mengunyah cemilan.","""siapa yang bilang teorinya begitu?"" bantahku.","""lihat jerman, lebih dari separuh penduduknya atheis namun dapat diatur oleh manusia"" aku terdiam mendengar jawabnya.",Hari ini ia mengenakan jaket biru yang aku beri untuk jadiah ulang tahunnya.
Dwi berkuliah di salah satu universitas negeri dengan beasiswa dari seseorang yang dekat dengannya,Dwi dekat dengan seorang laki-laki kaya,Yoongi adalah seorang aktor ternama yang terkenal karena ketampanannya,Yoongi sering memberikan uang  dan barang secara cuma-cuma kepada orang yang dekat dengannya,Biaya kuliah Dwi ditanggung oleh Yoongi sebagai bentuk beasiswa,Dwi bekerja untuk Yoongi agar mendapatkan uang
Yana dan adiknya sangat suka makan telur,"Setiap hari, menu makanan mereka pasti ada telur",Yana sangat suka telur dadar,Biasanya telur itu ia campur dengan kornet,Sementara adiknya sangat suka telur mata sapi,Adiknya tidak suka memakan telur bebek
Arta wajib mengikuti KKN,KKN adalah singkatan dari Kuliah Kerja Nyata,Arta harus mengabdi di desa yang ditunjuk universitasnya,Arta ingin bermanfaat bagi sekitarnya,Arta mengikuti KKN yang diwajibkan universitasnya,Arta menolak mengikuti KKN
Ilyas menutup buku yang ada di tangannya.,Sudah seminggu lamanya ia membaca buku tersebut.,Biasanya Ilyas tidak membutuhkan waktu lama dalam membaca.,Namun banyaknya tugas kuliah membuat Ilyas hanya bisa mencuri-curi waktu untuk membaca.,Akhirnya buku tersebut baru selesai dibacanya setelah satu minggu sejak pertama kali dibaca.,Akhirnya buku tersebut ia sumbangkan.
Aku berjalan menelusuri gedung lama perpustakaan hingga tersadar kaki ku menginjak sesuatu.,"Aku mengangkat kaki, lalu terlihat sebuah amplop berwarna merah muda.",Amplop itu berisi selembar kertas.,"Sepertinya surat cinta, namun tidak ada nama pengirim ataupun alamat tujuan.","""maaf, ampop itu milikku"" ucap seseorang dengan napas terengah-engah menghampiriku.",Akhirnya aku menyobek kertas beserta amplop tersebut.
Komi ingin menonton TV,Rama juga ingin menonton TV,Komi belum mengerjakan PR,Rama sudah mengerjakan PR,Rama diperbolehkan menonton TV oleh Ibu,Rama harus mengerjakan PR
Anak-anak berlarian di depan rumahku,Suaranya sangat bising,Mereka tertawa terbahak-bahak,"Meski dari dalam rumah, suaranya masih bisa kudengar",Aku sangat merasa terganggu,Aku keluar rumah dan ikut berlarian bersama mereka
Abi melihat seekor anak kucing yang terperosok.,Si anak kucing tidak menyadari ada got di depannya ketika berjalan.,Abi segera berlari menghampiri got.,Ia mengambil si anak kucing dengan hati-hati dari dalam got.,"Si anak kucing langsung meringkuk di dalam gendongan Abi, kedinginan dan kebasahan.",Si anak kucing berwarna putih abu-abu.
Ailin menangis melihat jenazah kakaknya di hadapannya,Ailin hanya didampingi kedua orang tuanya,Orang tua Ailin memiliki 2 orang anak,Kakak Ailin berjanji untuk mengajaknya pergi,Janji kakak Ailin tidak bisa ditunaikan,Kakak Ailin sedang mengadakan perkemahan
Hari ini Ibu pergi menghadiri undangan pernikahan,Mempelai wanitanya adalah anak dari sahabat ibu semasa SMA,Ayah dan Mirna ikut hadir menemani ibu,"Sesampainya di gedung, mereka mengisi buku tamu di resepsionis","Setelah itu, mereka memberi selamat kepada kedua mempelai",Mereka langsung pulang setelah mendapat souvenir pernikahan
Motor Arvin menginjak paku di jalanan,Arvin segera pergi ke tambal ban terdekat,Arvin sedang terburu-buru untuk menghadiri meeting,Arvin meninggalkan motornya dan pergi dengan ojek,Arvin hadir tepat waktu pada meeting tersebut,Arvin pergi dengan menggunakan mobil
Hari ini hari wisuda yona.,"Zoe, seseorang dari masalaluya tiba-tiba hadir di acara tersebut.",“selamat wisuda na..” zoe memberi bunga dan langsung memeluk yona.,“lo kemana aja” ucap yona sambil menangis.,"“mempersiapkan untuk hari ini, dan hari-hari kita selanjutnya. Are u ready to the jungle?” Zoe mengeluarkan cincin dan berlutut di hadapan yona.",Zoe dan teman-teman memasuki ruangan untuk menemui yona.
Hasyu ingin memesan jus jeruk,Fusi menghalangi niat Hasyu,Hasyi menderita diabetes,Hasyu hanya boleh meminuk air putih,Fusi memesankan air putih untuk Hasyu,Hasyu tidak suka minum jus jeruk
Adik sudah menangis selama 3 jam lamanya,Aku sudah berusaha menghiburnya,"Tapi semakin ditenangkan, dia justru semakin meraung",Dia terpukul atas kematian kucingnya yang bernama Kiki.,Adik sangat menyayangi Kiki,Adik bersyukur Kiki meninggal karena dia sangat merepotkan
Ibu Lulu sedang sakit,Lulu harus membeli obat untuk ibunya,Lulu pergi ke apotek terdekat,Lulu mendapatkan obat yang ibunta butuhkan,Lulu membantu ibunya meminum obat,Lulu tidak peduli kalau ibunya sedang sakit
Zari mengalami bencana,Rumah Zari terbakar hebat ,Kebakaran terjadi akibat hubungan arus pendek,Zari tidak memiliki tempat tinggal dan harta benda lagi,Rumah dan semua harta benda Zari terbakar menjadi abu,Zari bermain bersama adiknya di kamar
