Kalimat-1,Kalimat-2,Kalimat-3,Kalimat-4,Correct Ending,Incorrect Ending
Sikah wants to buy a new sofa,Sikah wanted to put it in the living room,Sikah's old sofa was broken,Sikah raised money to buy it,Sikah doesn't need a new sofa,Sikah's old sofa is still very good
"""How about the van der Wijk movie? I'm sure you must be crying"" he suddenly asked after sipping my gift of lemon juice.","""Of course. Life is naive. Then what if you were in the position of Zainuddin at that time?"" Somehow my question just came out.","""I don't know. But for sure I just don't want our story like that,"" he replied calmly as he played the bottle cap.",I smiled at him.,But suddenly a great deal of fear came to my mind.,Her red dress distracted me.
Dira attended his best friend's wedding reception,Dira came with his fiancé,Dira introduced his fiancé to his best friend,Dira's friends hoped that Dira would catch up with him soon,Dira hopes it will happen soon,Dira came alone to his best friend's wedding
Aniya wants to make 4 toast,Aniya took the white bread that he bought yesterday,Aniya applies margarine and chocolate milk,Aniya baked the bread,Aniya repeated the same thing 4 times,Aniya doesn't like chocolate milk
In front of Dina's school there is a hermit crab seller,"Not only selling these small animals, the seller also sells hermit crab houses","Every time you come home from school, the place is always crowded",Students at Dina's school like to buy hermit crabs,"Occasionally, Dina also buys hermit crabs",The hermit crab is a typical animal of Dina's school
Evi jokes with Zaid,Evi carries Zaid's physique,Zaid's physique has limitations,Zaid can't accept Evi's joke,Evi should not make physical jokes,Zaid was entertained by Evi's joke
The price of the laptop that Hadyan wanted was too high.,Hadyan didn't prepare that much money.,Actually Hadyan's savings are in accordance with the laptop.,But he will have no savings at all if he insists on buying it.,Hadyan also decided to buy another laptop that matched the money he owned.,Hadyan decided to buy a mouse too.
Adel's hands were covered with wounds,"This afternoon, he saw a mother cat watching her kittens eat",He is anxious to see cute kittens,Adel held one of the kittens,The mother cat scratches Adel's hand because of her instinct to protect her kitten,Adel is allergic to cat hair and cuts his hands
"""Kringg .."" The ringing of the cell phone that was located on the learning table jolted me from my daydreams about the earth.","A message from my college friend appeared on the screen of the cellphone, a message containing a reminder for our agenda this afternoon.","""Huh if there was an earth here,"" I said to myself.",I have done various ways to get news about the earth.,"But it seems that all in vain, there is no reply from the messages I sent him.",Earth is a kind and friendly child.
"That afternoon, Mason returned home feeling sad",It was his 17th birthday that day,"However, his two friends haven't contacted him at all this day","When he got home, he was surprised",It turned out that his best friend had already prepared a birthday surprise,It turned out that the house had moved
Elsa really likes flower plants,"Unfortunately, he was allergic to hay fever","Every time he comes near a flower, he will likely sneeze",Her nose will turn red and her eyes will water,"Therefore, he could only look at the flowers from a distance",Elsa wants to be able to change her nose so that she is not allergic
Ruri got a special mission from his superior,Ruri had to guard a precious stone,Ruri will be punished if the stone is lost,Ruri looked after the stone as if she were keeping her own life,Ruri managed to keep the stone until the specified time limit,Ruri refused to guard a stone
Kamala likes to read encyclopedia,Kamala doesn't like reading dictionaries,Kamala bought many new encyclopedia books,Kamala doesn't want to buy a dictionary book,Kamala collects various types of encyclopaedia,Kamala has many dictionary books
Gema really likes writing stories,He got inspiration from various events,"Not infrequently, the stories are inspired by everyday events",He really wanted to be a famous novelist,"Therefore, he never stopped writing stories",He built a bookstore for himself
Marina couldn't sleep,"He was very sleepy, but he was afraid",He recently watched a horror film,Even though Marina was a very timid child,He could not sleep because he remembered the terrible scene in the film,Marina can't sleep because she is in a horror film
That afternoon the sun was shining very hot,The hot Rian decided to buy a drink,He bought a bottle of cold drink at the convenience store,"Just as he was about to pay, someone cut the queue",Rian reprimands the person so they can queue orderly,An annoyed Rian gushed at the man
Sirius plays bowling,Sirius managed to drop several pieces,Sirius is very good at bowling,Sirius played bowling a lot,Bowling is Sirius's favorite sport,Sirius didn't like playing bowling
The wardrobe Lulu bought online just came,Lulu will put it in her room.,Lulu intends to fill it with items that are already messy on the room table.,"The size of the wardrobe is not large, it is 1.5 meters high and about 1 meter wide.","The color is the same as the wall color in Lulu's room, white.",Lulu's wardrobe was exchanged for a study table by Bapak.
Aria is very lazy to live her life,Aria's room was dark and unkempt,Aria's mother always opens Aria's curtains and windows,Aria's mother is sad with Aria's condition,Aria had a reason for all her sorrow,Aria is very excited to start the day
